,path,classes,species
453,../Dataset/train\rats\rats143.jpg,0,1
454,../Dataset/train\rats\rats144.jpg,0,1
455,../Dataset/train\rats\rats145.jpg,0,1
456,../Dataset/train\rats\rats146.jpg,0,1
457,../Dataset/train\rats\rats147.jpg,0,1
458,../Dataset/train\rats\rats148.jpg,0,1
459,../Dataset/train\rats\rats149.jpg,0,1
460,../Dataset/train\rats\rats150.jpg,0,1
461,../Dataset/train\rats\rats151.jpg,0,1
462,../Dataset/train\rats\rats152.jpg,0,1
463,../Dataset/train\rats\rats153.jpg,0,1
464,../Dataset/train\rats\rats154.jpg,0,1
465,../Dataset/train\rats\rats155.jpg,0,1
466,../Dataset/train\rats\rats156.jpg,0,1
467,../Dataset/train\rats\rats157.jpg,0,1
468,../Dataset/train\rats\rats158.jpg,0,1
469,../Dataset/train\rats\rats159.jpg,0,1
470,../Dataset/train\rats\rats160.jpg,0,1
471,../Dataset/train\rats\rats161.jpg,0,1
472,../Dataset/train\rats\rats162.jpg,0,1
473,../Dataset/train\rats\rats163.jpg,0,1
474,../Dataset/train\rats\rats164.jpg,0,1
475,../Dataset/train\rats\rats165.jpg,0,1
476,../Dataset/train\rats\rats166.jpg,0,1
477,../Dataset/train\rats\rats167.jpg,0,1
478,../Dataset/train\rats\rats168.jpg,0,1
479,../Dataset/train\rats\rats169.jpg,0,1
480,../Dataset/train\rats\rats170.jpg,0,1
481,../Dataset/train\rats\rats171.jpg,0,1
482,../Dataset/train\rats\rats172.jpg,0,1
483,../Dataset/train\rats\rats173.jpg,0,1
484,../Dataset/train\rats\rats174.jpg,0,1
485,../Dataset/train\rats\rats175.jpg,0,1
486,../Dataset/train\rats\rats176.jpg,0,1
487,../Dataset/train\rats\rats177.jpg,0,1
488,../Dataset/train\rats\rats178.jpg,0,1
489,../Dataset/train\rats\rats179.jpg,0,1
490,../Dataset/train\rats\rats180.jpg,0,1
491,../Dataset/train\rats\rats181.jpg,0,1
492,../Dataset/train\rats\rats182.jpg,0,1
493,../Dataset/train\rats\rats183.jpg,0,1
494,../Dataset/train\rats\rats184.jpg,0,1
495,../Dataset/train\rats\rats185.jpg,0,1
496,../Dataset/train\rats\rats186.jpg,0,1
497,../Dataset/train\rats\rats187.jpg,0,1
498,../Dataset/train\rats\rats188.jpg,0,1
499,../Dataset/train\rats\rats189.jpg,0,1
500,../Dataset/train\rats\rats190.jpg,0,1
501,../Dataset/train\rats\rats191.jpg,0,1
502,../Dataset/train\rats\rats192.jpg,0,1
503,../Dataset/train\rats\rats193.jpg,0,1
504,../Dataset/train\rats\rats194.jpg,0,1
505,../Dataset/train\rats\rats195.jpg,0,1
506,../Dataset/train\rats\rats196.jpg,0,1
507,../Dataset/train\rats\rats197.jpg,0,1
508,../Dataset/train\rats\rats198.jpg,0,1
509,../Dataset/train\rats\rats199.jpg,0,1
510,../Dataset/train\rats\rats200.jpg,0,1
511,../Dataset/train\rats\rats201.jpg,0,1
512,../Dataset/train\rats\rats202.jpg,0,1
513,../Dataset/train\rats\rats203.jpg,0,1
514,../Dataset/train\rats\rats204.jpg,0,1
515,../Dataset/train\rats\rats205.jpg,0,1
516,../Dataset/train\rats\rats206.jpg,0,1
517,../Dataset/train\rats\rats207.jpg,0,1
518,../Dataset/train\rats\rats208.jpg,0,1
519,../Dataset/train\rats\rats209.jpg,0,1
520,../Dataset/train\rats\rats210.jpg,0,1
521,../Dataset/train\rats\rats211.jpg,0,1
522,../Dataset/train\rats\rats212.jpg,0,1
523,../Dataset/train\rats\rats213.jpg,0,1
524,../Dataset/train\rats\rats214.jpg,0,1
525,../Dataset/train\rats\rats215.jpg,0,1
526,../Dataset/train\rats\rats216.jpg,0,1
527,../Dataset/train\rats\rats217.jpg,0,1
528,../Dataset/train\rats\rats218.jpg,0,1
529,../Dataset/train\rats\rats219.jpg,0,1
530,../Dataset/train\rats\rats220.jpg,0,1
531,../Dataset/train\rats\rats221.jpg,0,1
532,../Dataset/train\rats\rats222.jpg,0,1
533,../Dataset/train\rats\rats223.jpg,0,1
534,../Dataset/train\rats\rats224.jpg,0,1
535,../Dataset/train\rats\rats225.jpg,0,1
536,../Dataset/train\rats\rats226.jpg,0,1
537,../Dataset/train\rats\rats227.jpg,0,1
538,../Dataset/train\rats\rats228.jpg,0,1
539,../Dataset/train\rats\rats229.jpg,0,1
540,../Dataset/train\rats\rats230.jpg,0,1
541,../Dataset/train\rats\rats231.jpg,0,1
542,../Dataset/train\rats\rats232.jpg,0,1
543,../Dataset/train\rats\rats233.jpg,0,1
544,../Dataset/train\rats\rats234.jpg,0,1
545,../Dataset/train\rats\rats235.jpg,0,1
546,../Dataset/train\rats\rats236.jpg,0,1
547,../Dataset/train\rats\rats237.jpg,0,1
548,../Dataset/train\rats\rats238.jpg,0,1
549,../Dataset/train\rats\rats239.jpg,0,1
550,../Dataset/train\rats\rats240.jpg,0,1
551,../Dataset/train\rats\rats241.jpg,0,1
552,../Dataset/train\rats\rats242.jpg,0,1
553,../Dataset/train\rats\rats243.jpg,0,1
554,../Dataset/train\rats\rats244.jpg,0,1
555,../Dataset/train\rats\rats245.jpg,0,1
556,../Dataset/train\rats\rats246.jpg,0,1
557,../Dataset/train\rats\rats247.jpg,0,1
558,../Dataset/train\rats\rats248.jpg,0,1
559,../Dataset/train\rats\rats249.jpg,0,1
560,../Dataset/train\rats\rats250.jpg,0,1
561,../Dataset/train\rats\rats251.jpg,0,1
562,../Dataset/train\rats\rats252.jpg,0,1
563,../Dataset/train\rats\rats253.jpg,0,1
564,../Dataset/train\rats\rats254.jpg,0,1
565,../Dataset/train\rats\rats255.jpg,0,1
566,../Dataset/train\rats\rats256.jpg,0,1
567,../Dataset/train\rats\rats257.jpg,0,1
568,../Dataset/train\rats\rats258.jpg,0,1
569,../Dataset/train\rats\rats259.jpg,0,1
570,../Dataset/train\rats\rats260.jpg,0,1
571,../Dataset/train\rats\rats261.jpg,0,1
572,../Dataset/train\rats\rats262.jpg,0,1
573,../Dataset/train\rats\rats263.jpg,0,1
574,../Dataset/train\rats\rats264.jpg,0,1
575,../Dataset/train\rats\rats265.jpg,0,1
576,../Dataset/train\rats\rats266.jpg,0,1
577,../Dataset/train\rats\rats267.jpg,0,1
578,../Dataset/train\rats\rats268.jpg,0,1
579,../Dataset/train\rats\rats269.jpg,0,1
580,../Dataset/train\chickens\chickens000.jpg,1,2
581,../Dataset/train\chickens\chickens001.jpg,1,2
582,../Dataset/train\chickens\chickens002.jpg,1,2
583,../Dataset/train\chickens\chickens003.jpg,1,2
584,../Dataset/train\chickens\chickens004.jpg,1,2
585,../Dataset/train\chickens\chickens005.jpg,1,2
586,../Dataset/train\chickens\chickens006.jpg,1,2
587,../Dataset/train\chickens\chickens007.jpg,1,2
588,../Dataset/train\chickens\chickens008.jpg,1,2
589,../Dataset/train\chickens\chickens009.jpg,1,2
590,../Dataset/train\chickens\chickens010.jpg,1,2
591,../Dataset/train\chickens\chickens011.jpg,1,2
592,../Dataset/train\chickens\chickens012.jpg,1,2
593,../Dataset/train\chickens\chickens013.jpg,1,2
594,../Dataset/train\chickens\chickens014.jpg,1,2
595,../Dataset/train\chickens\chickens015.jpg,1,2
596,../Dataset/train\chickens\chickens016.jpg,1,2
597,../Dataset/train\chickens\chickens017.jpg,1,2
598,../Dataset/train\chickens\chickens018.jpg,1,2
599,../Dataset/train\chickens\chickens019.jpg,1,2
600,../Dataset/train\chickens\chickens020.jpg,1,2
601,../Dataset/train\chickens\chickens021.jpg,1,2
602,../Dataset/train\chickens\chickens022.jpg,1,2
603,../Dataset/train\chickens\chickens023.jpg,1,2
604,../Dataset/train\chickens\chickens024.jpg,1,2
605,../Dataset/train\chickens\chickens025.jpg,1,2
606,../Dataset/train\chickens\chickens026.jpg,1,2
607,../Dataset/train\chickens\chickens027.jpg,1,2
608,../Dataset/train\chickens\chickens028.jpg,1,2
609,../Dataset/train\chickens\chickens029.jpg,1,2
610,../Dataset/train\chickens\chickens030.jpg,1,2
611,../Dataset/train\chickens\chickens031.jpg,1,2
612,../Dataset/train\chickens\chickens032.jpg,1,2
613,../Dataset/train\chickens\chickens033.jpg,1,2
614,../Dataset/train\chickens\chickens034.jpg,1,2
615,../Dataset/train\chickens\chickens035.jpg,1,2
616,../Dataset/train\chickens\chickens036.jpg,1,2
617,../Dataset/train\chickens\chickens037.jpg,1,2
618,../Dataset/train\chickens\chickens038.jpg,1,2
619,../Dataset/train\chickens\chickens039.jpg,1,2
620,../Dataset/train\chickens\chickens040.jpg,1,2
621,../Dataset/train\chickens\chickens041.jpg,1,2
622,../Dataset/train\chickens\chickens042.jpg,1,2
623,../Dataset/train\chickens\chickens043.jpg,1,2
624,../Dataset/train\chickens\chickens044.jpg,1,2
625,../Dataset/train\chickens\chickens045.jpg,1,2
626,../Dataset/train\chickens\chickens046.jpg,1,2
627,../Dataset/train\chickens\chickens047.jpg,1,2
628,../Dataset/train\chickens\chickens048.jpg,1,2
629,../Dataset/train\chickens\chickens049.jpg,1,2
630,../Dataset/train\chickens\chickens050.jpg,1,2
631,../Dataset/train\chickens\chickens051.jpg,1,2
632,../Dataset/train\chickens\chickens052.jpg,1,2
633,../Dataset/train\chickens\chickens053.jpg,1,2
634,../Dataset/train\chickens\chickens054.jpg,1,2
635,../Dataset/train\chickens\chickens055.jpg,1,2
636,../Dataset/train\chickens\chickens056.jpg,1,2
637,../Dataset/train\chickens\chickens057.jpg,1,2
638,../Dataset/train\chickens\chickens058.jpg,1,2
639,../Dataset/train\chickens\chickens059.jpg,1,2
640,../Dataset/train\chickens\chickens060.jpg,1,2
641,../Dataset/train\chickens\chickens061.jpg,1,2
642,../Dataset/train\chickens\chickens062.jpg,1,2
643,../Dataset/train\chickens\chickens063.jpg,1,2
644,../Dataset/train\chickens\chickens064.jpg,1,2
645,../Dataset/train\chickens\chickens065.jpg,1,2
646,../Dataset/train\chickens\chickens066.jpg,1,2
647,../Dataset/train\chickens\chickens067.jpg,1,2
648,../Dataset/train\chickens\chickens068.jpg,1,2
649,../Dataset/train\chickens\chickens069.jpg,1,2
650,../Dataset/train\chickens\chickens070.jpg,1,2
651,../Dataset/train\chickens\chickens071.jpg,1,2
652,../Dataset/train\chickens\chickens072.jpg,1,2
653,../Dataset/train\chickens\chickens073.jpg,1,2
654,../Dataset/train\chickens\chickens074.jpg,1,2
655,../Dataset/train\chickens\chickens075.jpg,1,2
656,../Dataset/train\chickens\chickens076.jpg,1,2
657,../Dataset/train\chickens\chickens077.jpg,1,2
658,../Dataset/train\chickens\chickens078.jpg,1,2
659,../Dataset/train\chickens\chickens079.jpg,1,2
660,../Dataset/train\chickens\chickens080.jpg,1,2
661,../Dataset/train\chickens\chickens081.jpg,1,2
662,../Dataset/train\chickens\chickens082.jpg,1,2
663,../Dataset/train\chickens\chickens083.jpg,1,2
664,../Dataset/train\chickens\chickens084.jpg,1,2
665,../Dataset/train\chickens\chickens085.jpg,1,2
666,../Dataset/train\chickens\chickens086.jpg,1,2
667,../Dataset/train\chickens\chickens087.jpg,1,2
668,../Dataset/train\chickens\chickens088.jpg,1,2
669,../Dataset/train\chickens\chickens089.jpg,1,2
670,../Dataset/train\chickens\chickens090.jpg,1,2
671,../Dataset/train\chickens\chickens091.jpg,1,2
672,../Dataset/train\chickens\chickens092.jpg,1,2
673,../Dataset/train\chickens\chickens093.jpg,1,2
674,../Dataset/train\chickens\chickens094.jpg,1,2
675,../Dataset/train\chickens\chickens095.jpg,1,2
676,../Dataset/train\chickens\chickens096.jpg,1,2
677,../Dataset/train\chickens\chickens097.jpg,1,2
678,../Dataset/train\chickens\chickens098.jpg,1,2
679,../Dataset/train\chickens\chickens099.jpg,1,2
680,../Dataset/train\chickens\chickens100.jpg,1,2
681,../Dataset/train\chickens\chickens101.jpg,1,2
682,../Dataset/train\chickens\chickens102.jpg,1,2
683,../Dataset/train\chickens\chickens103.jpg,1,2
684,../Dataset/train\chickens\chickens104.jpg,1,2
685,../Dataset/train\chickens\chickens105.jpg,1,2
686,../Dataset/train\chickens\chickens106.jpg,1,2
687,../Dataset/train\chickens\chickens107.jpg,1,2
688,../Dataset/train\chickens\chickens108.jpg,1,2
689,../Dataset/train\chickens\chickens109.jpg,1,2
690,../Dataset/train\chickens\chickens110.jpg,1,2
691,../Dataset/train\chickens\chickens111.jpg,1,2
692,../Dataset/train\chickens\chickens112.jpg,1,2
693,../Dataset/train\chickens\chickens113.jpg,1,2
694,../Dataset/train\chickens\chickens114.jpg,1,2
695,../Dataset/train\chickens\chickens115.jpg,1,2
696,../Dataset/train\chickens\chickens116.jpg,1,2
697,../Dataset/train\chickens\chickens117.jpg,1,2
698,../Dataset/train\chickens\chickens118.jpg,1,2
699,../Dataset/train\chickens\chickens119.jpg,1,2
700,../Dataset/train\chickens\chickens120.jpg,1,2
701,../Dataset/train\chickens\chickens121.jpg,1,2
702,../Dataset/train\chickens\chickens122.jpg,1,2
703,../Dataset/train\chickens\chickens123.jpg,1,2
704,../Dataset/train\chickens\chickens124.jpg,1,2
705,../Dataset/train\chickens\chickens125.jpg,1,2
706,../Dataset/train\chickens\chickens126.jpg,1,2
707,../Dataset/train\chickens\chickens127.jpg,1,2
708,../Dataset/train\chickens\chickens128.jpg,1,2
709,../Dataset/train\chickens\chickens129.jpg,1,2
710,../Dataset/train\chickens\chickens130.jpg,1,2
711,../Dataset/train\chickens\chickens131.jpg,1,2
712,../Dataset/train\chickens\chickens132.jpg,1,2
713,../Dataset/train\chickens\chickens133.jpg,1,2
714,../Dataset/train\chickens\chickens134.jpg,1,2
715,../Dataset/train\chickens\chickens135.jpg,1,2
716,../Dataset/train\chickens\chickens136.jpg,1,2
717,../Dataset/train\chickens\chickens137.jpg,1,2
718,../Dataset/train\chickens\chickens138.jpg,1,2
719,../Dataset/train\chickens\chickens139.jpg,1,2
720,../Dataset/train\chickens\chickens140.jpg,1,2
721,../Dataset/train\chickens\chickens141.jpg,1,2
722,../Dataset/train\chickens\chickens142.jpg,1,2
723,../Dataset/train\chickens\chickens143.jpg,1,2
724,../Dataset/train\chickens\chickens144.jpg,1,2
725,../Dataset/train\chickens\chickens145.jpg,1,2
726,../Dataset/train\chickens\chickens146.jpg,1,2
727,../Dataset/train\chickens\chickens147.jpg,1,2
728,../Dataset/train\chickens\chickens148.jpg,1,2
729,../Dataset/train\chickens\chickens149.jpg,1,2
730,../Dataset/train\chickens\chickens150.jpg,1,2
731,../Dataset/train\chickens\chickens151.jpg,1,2
732,../Dataset/train\chickens\chickens152.jpg,1,2
733,../Dataset/train\chickens\chickens153.jpg,1,2
734,../Dataset/train\chickens\chickens154.jpg,1,2
735,../Dataset/train\chickens\chickens155.jpg,1,2
736,../Dataset/train\chickens\chickens156.jpg,1,2
737,../Dataset/train\chickens\chickens157.jpg,1,2
738,../Dataset/train\chickens\chickens158.jpg,1,2
739,../Dataset/train\chickens\chickens159.jpg,1,2
740,../Dataset/train\chickens\chickens160.jpg,1,2
741,../Dataset/train\chickens\chickens161.jpg,1,2
742,../Dataset/train\chickens\chickens162.jpg,1,2
743,../Dataset/train\chickens\chickens163.jpg,1,2
744,../Dataset/train\chickens\chickens164.jpg,1,2
745,../Dataset/train\chickens\chickens165.jpg,1,2
746,../Dataset/train\chickens\chickens166.jpg,1,2
747,../Dataset/train\chickens\chickens167.jpg,1,2
748,../Dataset/train\chickens\chickens168.jpg,1,2
749,../Dataset/train\chickens\chickens169.jpg,1,2
750,../Dataset/train\chickens\chickens170.jpg,1,2
751,../Dataset/train\chickens\chickens171.jpg,1,2
752,../Dataset/train\chickens\chickens172.jpg,1,2
753,../Dataset/train\chickens\chickens173.jpg,1,2
754,../Dataset/train\chickens\chickens174.jpg,1,2
755,../Dataset/train\chickens\chickens175.jpg,1,2
756,../Dataset/train\chickens\chickens176.jpg,1,2
757,../Dataset/train\chickens\chickens177.jpg,1,2
758,../Dataset/train\chickens\chickens178.jpg,1,2
759,../Dataset/train\chickens\chickens179.jpg,1,2
760,../Dataset/train\chickens\chickens180.jpg,1,2
761,../Dataset/train\chickens\chickens181.jpg,1,2
762,../Dataset/train\chickens\chickens182.jpg,1,2
763,../Dataset/train\chickens\chickens183.jpg,1,2
764,../Dataset/train\chickens\chickens184.jpg,1,2
765,../Dataset/train\chickens\chickens185.jpg,1,2
766,../Dataset/train\chickens\chickens186.jpg,1,2
767,../Dataset/train\chickens\chickens187.jpg,1,2
768,../Dataset/train\chickens\chickens188.jpg,1,2
769,../Dataset/train\chickens\chickens189.jpg,1,2
770,../Dataset/train\chickens\chickens190.jpg,1,2
771,../Dataset/train\chickens\chickens191.jpg,1,2
772,../Dataset/train\chickens\chickens192.jpg,1,2
773,../Dataset/train\chickens\chickens193.jpg,1,2
774,../Dataset/train\chickens\chickens194.jpg,1,2
775,../Dataset/train\chickens\chickens195.jpg,1,2
776,../Dataset/train\chickens\chickens196.jpg,1,2
777,../Dataset/train\chickens\chickens197.jpg,1,2
778,../Dataset/train\chickens\chickens198.jpg,1,2
779,../Dataset/train\chickens\chickens199.jpg,1,2
780,../Dataset/train\chickens\chickens200.jpg,1,2
781,../Dataset/train\chickens\chickens201.jpg,1,2
782,../Dataset/train\chickens\chickens202.jpg,1,2
783,../Dataset/train\chickens\chickens203.jpg,1,2
784,../Dataset/train\chickens\chickens204.jpg,1,2
785,../Dataset/train\chickens\chickens205.jpg,1,2
786,../Dataset/train\chickens\chickens206.jpg,1,2
787,../Dataset/train\chickens\chickens207.jpg,1,2
788,../Dataset/train\chickens\chickens208.jpg,1,2
789,../Dataset/train\chickens\chickens209.jpg,1,2
790,../Dataset/train\chickens\chickens210.jpg,1,2
791,../Dataset/train\chickens\chickens211.jpg,1,2
792,../Dataset/train\chickens\chickens212.jpg,1,2
793,../Dataset/train\chickens\chickens213.jpg,1,2
794,../Dataset/train\chickens\chickens214.jpg,1,2
795,../Dataset/train\chickens\chickens215.jpg,1,2
796,../Dataset/train\chickens\chickens216.jpg,1,2
797,../Dataset/train\chickens\chickens217.jpg,1,2
798,../Dataset/train\chickens\chickens218.jpg,1,2
799,../Dataset/train\chickens\chickens219.jpg,1,2
800,../Dataset/train\chickens\chickens220.jpg,1,2
801,../Dataset/train\chickens\chickens221.jpg,1,2
802,../Dataset/train\chickens\chickens222.jpg,1,2
803,../Dataset/train\chickens\chickens223.jpg,1,2
804,../Dataset/train\chickens\chickens224.jpg,1,2
805,../Dataset/train\chickens\chickens225.jpg,1,2
806,../Dataset/train\chickens\chickens226.jpg,1,2
807,../Dataset/train\chickens\chickens227.jpg,1,2
808,../Dataset/train\chickens\chickens228.jpg,1,2
809,../Dataset/train\chickens\chickens229.jpg,1,2
810,../Dataset/train\chickens\chickens230.jpg,1,2
811,../Dataset/train\chickens\chickens231.jpg,1,2
812,../Dataset/train\chickens\chickens232.jpg,1,2
813,../Dataset/train\chickens\chickens233.jpg,1,2
814,../Dataset/train\chickens\chickens234.jpg,1,2
815,../Dataset/train\chickens\chickens235.jpg,1,2
816,../Dataset/train\chickens\chickens236.jpg,1,2
817,../Dataset/train\chickens\chickens237.jpg,1,2
818,../Dataset/train\chickens\chickens238.jpg,1,2
819,../Dataset/train\chickens\chickens239.jpg,1,2
820,../Dataset/train\chickens\chickens240.jpg,1,2
821,../Dataset/train\chickens\chickens241.jpg,1,2
822,../Dataset/train\chickens\chickens242.jpg,1,2
823,../Dataset/train\chickens\chickens243.jpg,1,2
824,../Dataset/train\chickens\chickens244.jpg,1,2
825,../Dataset/train\chickens\chickens245.jpg,1,2
826,../Dataset/train\chickens\chickens246.jpg,1,2
827,../Dataset/train\chickens\chickens247.jpg,1,2
828,../Dataset/train\chickens\chickens248.jpg,1,2
829,../Dataset/train\chickens\chickens249.jpg,1,2
830,../Dataset/train\chickens\chickens250.jpg,1,2
831,../Dataset/train\chickens\chickens251.jpg,1,2
832,../Dataset/train\chickens\chickens252.jpg,1,2
833,../Dataset/train\chickens\chickens253.jpg,1,2
834,../Dataset/train\chickens\chickens254.jpg,1,2
835,../Dataset/train\chickens\chickens255.jpg,1,2
836,../Dataset/train\chickens\chickens256.jpg,1,2
837,../Dataset/train\chickens\chickens257.jpg,1,2
838,../Dataset/train\chickens\chickens258.jpg,1,2
839,../Dataset/train\chickens\chickens259.jpg,1,2
840,../Dataset/train\chickens\chickens260.jpg,1,2
841,../Dataset/train\chickens\chickens261.jpg,1,2
842,../Dataset/train\chickens\chickens262.jpg,1,2
843,../Dataset/train\chickens\chickens263.jpg,1,2
844,../Dataset/train\chickens\chickens264.jpg,1,2
845,../Dataset/train\chickens\chickens265.jpg,1,2
846,../Dataset/train\chickens\chickens266.jpg,1,2
847,../Dataset/train\chickens\chickens267.jpg,1,2
848,../Dataset/train\chickens\chickens268.jpg,1,2
849,../Dataset/train\chickens\chickens269.jpg,1,2
850,../Dataset/train\chickens\chickens270.jpg,1,2
851,../Dataset/train\chickens\chickens271.jpg,1,2
852,../Dataset/train\chickens\chickens272.jpg,1,2
853,../Dataset/train\chickens\chickens273.jpg,1,2
854,../Dataset/train\chickens\chickens274.jpg,1,2
855,../Dataset/train\chickens\chickens275.jpg,1,2
856,../Dataset/train\chickens\chickens276.jpg,1,2
857,../Dataset/train\chickens\chickens277.jpg,1,2
858,../Dataset/train\chickens\chickens278.jpg,1,2
859,../Dataset/train\chickens\chickens279.jpg,1,2
860,../Dataset/train\chickens\chickens280.jpg,1,2
861,../Dataset/train\chickens\chickens281.jpg,1,2
862,../Dataset/train\chickens\chickens282.jpg,1,2
863,../Dataset/train\chickens\chickens283.jpg,1,2
864,../Dataset/train\chickens\chickens284.jpg,1,2
865,../Dataset/train\chickens\chickens285.jpg,1,2
866,../Dataset/train\chickens\chickens286.jpg,1,2
867,../Dataset/train\chickens\chickens287.jpg,1,2
868,../Dataset/train\chickens\chickens288.jpg,1,2
869,../Dataset/train\chickens\chickens289.jpg,1,2
870,../Dataset/train\chickens\chickens290.jpg,1,2
871,../Dataset/train\chickens\chickens291.jpg,1,2
872,../Dataset/train\chickens\chickens292.jpg,1,2
873,../Dataset/train\chickens\chickens293.jpg,1,2
874,../Dataset/train\chickens\chickens294.jpg,1,2
875,../Dataset/train\chickens\chickens295.jpg,1,2
876,../Dataset/train\chickens\chickens296.jpg,1,2
877,../Dataset/train\chickens\chickens297.jpg,1,2
878,../Dataset/train\chickens\chickens298.jpg,1,2
879,../Dataset/train\chickens\chickens299.jpg,1,2
880,../Dataset/train\chickens\chickens300.jpg,1,2
881,../Dataset/train\chickens\chickens301.jpg,1,2
882,../Dataset/train\chickens\chickens302.jpg,1,2
883,../Dataset/train\chickens\chickens303.jpg,1,2
884,../Dataset/train\chickens\chickens304.jpg,1,2
885,../Dataset/train\chickens\chickens305.jpg,1,2
886,../Dataset/train\chickens\chickens306.jpg,1,2
887,../Dataset/train\chickens\chickens307.jpg,1,2
888,../Dataset/train\chickens\chickens308.jpg,1,2
889,../Dataset/train\chickens\chickens309.jpg,1,2
